IMDb ID,Title,Runtime (mins),Year,Genres,Release Date,IMDb Rating,Metascore,Rating,Box Office
tt1212436,The Back-up Plan,104,2010,"Comedy, Romance",4/23/2010,5.4,34,PG-13,37481242
tt1334260,Never Let Me Go,103,2010,"Drama, Romance, Sci-Fi",9/3/2010,7.2,69,R,2412045
tt1438254,Charlie St. Cloud,99,2010,"Drama, Fantasy, Romance",7/30/2010,6.5,37,PG-13,31136950
tt0376136,The Rum Diary,119,2011,"Comedy, Drama",10/13/2011,6.2,56,R,13000000
tt0817230,Valentine's Day,125,2010,"Comedy, Romance",2/5/2010,5.7,34,PG-13,110500000
tt1222817,Zookeeper,102,2011,"Comedy, Family, Romance",7/6/2011,5.2,30,PG,80360866
tt0889573,The Switch,101,2010,"Comedy, Drama, Romance",8/16/2010,6.1,52,PG-13,27400000
tt0770703,What's Your Number?,106,2011,"Comedy, Romance",9/19/2011,6.1,35,R,14008193
tt0810922,Take Me Home Tonight,97,2011,"Comedy, Drama, Romance",3/2/2011,6.3,42,R,6923891
tt0879870,Eat Pray Love,133,2010,"Drama, Romance",8/13/2010,5.8,50,PG-13,80574010
tt1414382,You Again,105,2010,"Comedy, Family, Romance",9/23/2010,5.8,28,PG,25677801
tt0377981,Gnomeo & Juliet,84,2011,"Animation, Adventure, Comedy, Family, Romance",1/23/2011,6.0,53,G,99808609
tt1261945,Sex and the City 2,146,2010,"Comedy, Drama, Romance",5/27/2010,4.4,27,R,95328937
tt1645080,The Art of Getting By,83,2011,"Drama, Romance",1/23/2011,6.6,36,PG-13,1429260
tt1152398,Beastly,86,2011,"Drama, Fantasy, Romance",3/3/2011,5.6,40,PG-13,27854896
tt1559547,Beautiful Creatures,124,2013,"Drama, Fantasy, Romance",1/19/2013,6.2,52,PG-13,19445217
tt1392170,The Hunger Games,142,2012,"Action, Adventure, Sci-Fi, Thriller",3/12/2012,7.2,68,PG-13,407981652
tt0458339,Captain America: The First Avenger,124,2011,"Action, Adventure, Sci-Fi",7/19/2011,6.9,66,PG-13,176636816
tt0800369,Thor,115,2011,"Action, Adventure, Fantasy, Sci-Fi",4/17/2011,7.0,57,PG-13,181015141
tt1399103,Transformers: Dark of the Moon,154,2011,"Action, Adventure, Sci-Fi",6/23/2011,6.3,42,PG-13,352358779
tt1229238,Mission: Impossible - Ghost Protocol,132,2011,"Action, Adventure, Thriller",12/7/2011,7.4,73,PG-13,209364921
tt1291584,Warrior,140,2011,"Drama, Sport",9/9/2011,8.2,71,PG-13,13600000
tt1650062,Super 8,112,2011,"Mystery, Sci-Fi, Thriller",6/9/2011,7.0,72,PG-13,126975169
tt0970179,Hugo,126,2011,"Adventure, Drama, Family, Fantasy, Mystery, Romance",10/10/2011,7.5,83,PG,73820094
tt1403865,True Grit,110,2010,"Adventure, Drama, Western",12/14/2010,7.6,80,PG-13,171031347
tt1189340,The Lincoln Lawyer,118,2011,"Crime, Drama, Thriller",3/10/2011,7.3,63,R,57900000
tt1192628,Rango,107,2011,"Animation, Adventure, Comedy, Family, Western",2/14/2011,7.2,75,PG,123188232
tt1600195,Abduction,106,2011,"Action, Mystery, Thriller",8/23/2011,5.1,25,PG-13,27600000
tt0983193,The Adventures of Tintin,107,2011,"Animation, Action, Adventure, Family, Mystery",10/23/2011,7.3,68,PG,75300000
tt0816462,Conan the Barbarian,113,2011,"Action, Adventure, Fantasy",8/11/2011,5.2,36,R,21300000
tt1656190,Safe,94,2012,"Action, Crime, Thriller",4/16/2012,6.5,55,R,17120019
tt1971352,Compliance,90,2012,"Biography, Crime, Drama, Horror, Thriller",1/21/2012,6.4,68,R,318622
tt2105044,V/H/S,116,2012,"Horror, Thriller",1/22/2012,5.8,55,R,68296
tt1615147,Margin Call,107,2011,"Drama, Thriller",1/25/2011,7.1,76,R,600000
tt1456635,Goon,92,2011,"Comedy, Sport",9/10/2011,6.8,64,R,840657
tt1341167,Four Lions,97,2010,"Comedy, Crime, Drama",1/23/2010,7.3,68,R,308769
tt1625346,Young Adult,94,2011,"Comedy, Drama",12/9/2011,6.3,71,R,16295033
tt1683526,Detachment,98,2011,Drama,4/25/2011,7.7,52,Not Rated,48868
tt1588334,"Jeff, Who Lives at Home",83,2011,"Comedy, Drama",9/14/2011,6.5,60,R,4244155
tt1126618,Morning Glory,107,2010,"Comedy, Drama, Romance",11/10/2010,6.5,57,PG-13,30982329
tt1912398,God Bless America,105,2011,"Adventure, Comedy, Crime, Drama, Thriller",9/9/2011,7.2,56,R,77301
tt1680045,360,110,2011,"Drama, Thriller",9/9/2011,6.2,43,R,49328
tt1470827,Monsters,94,2010,"Drama, Sci-Fi, Thriller",3/13/2010,6.4,63,R,237301
tt1778304,Paranormal Activity 3,83,2011,"Horror, Mystery, Thriller",10/14/2011,5.8,59,R,103993239
tt1560985,The Devil Inside,83,2012,Horror,1/5/2012,4.2,18,R,53245055
tt1592281,Take This Waltz,116,2011,"Comedy, Drama",9/10/2011,6.6,68,R,1100000
tt1703148,The Hunter,102,2011,"Adventure, Drama, Thriller",9/9/2011,6.8,63,R,176432
tt1231586,A Good Old Fashioned Orgy,95,2011,"Comedy, Romance",4/29/2011,6.2,44,R,117564
tt1440732,Bel Ami,102,2012,"Drama, History, Romance",2/17/2012,5.4,42,R,803761
tt1181791,Black Death,102,2010,"Action, Adventure, Drama, History, Horror, Mystery",5/26/2010,6.4,71,R,22045
tt1769363,The Giant Mechanical Man,95,2012,"Comedy, Drama, Romance",4/27/2012,6.7,43,PG-13,5360
tt1839654,The Magic of Belle Isle,109,2012,"Comedy, Drama",4/29/2012,7.0,46,PG,66433
tt1700844,The Deep Blue Sea,98,2011,"Drama, Romance",9/11/2011,6.3,82,R,1124786
tt0935075,Rabbit Hole,91,2010,Drama,9/13/2010,7.0,76,PG-13,2221809
tt1531663,Everything Must Go,97,2010,"Comedy, Drama",9/10/2010,6.4,65,R,2711210
tt1602472,2 Days in New York,96,2012,"Comedy, Drama, Romance",1/23/2012,6.0,61,R,500000
tt0893412,From Prada to Nada,107,2011,"Comedy, Drama, Romance",1/18/2011,5.6,39,PG-13,3016244
tt1612774,Rubber,82,2010,"Comedy, Fantasy, Horror",5/15/2010,5.8,59,R,100000
tt1720616,Friends with Kids,107,2011,"Comedy, Drama, Romance",9/9/2011,6.1,55,R,5600000
tt1068242,Footloose,113,2011,"Comedy, Drama, Music, Romance",10/6/2011,5.9,58,PG-13,51780537
tt1598828,One for the Money,91,2012,"Action, Comedy, Crime, Romance, Thriller",1/26/2012,5.3,22,PG-13,26100000
tt1175709,All Good Things,101,2010,"Crime, Drama, Mystery, Romance, Thriller",11/5/2010,6.3,57,R,578382
tt1758692,Like Crazy,86,2011,"Drama, Romance",1/22/2011,6.7,68,PG-13,3388210
tt1411238,No Strings Attached,108,2011,"Comedy, Romance",1/11/2011,6.2,50,R,70300000
tt1588170,Ang-ma-reul bo-at-da,142,2010,"Action, Drama, Horror, Thriller",8/12/2010,7.8,67,Not Rated,128392
tt1614989,Hodejegerne,96,2011,"Crime, Drama, Thriller",8/4/2011,7.6,72,R,794849
tt1885265,Good Deeds,110,2012,"Comedy, Drama, Romance",2/14/2012,5.5,43,PG-13,35010192
tt1855401,Tim and Eric's Billion Dollar Movie,93,2012,Comedy,1/20/2012,5.4,40,R,145778
tt1204340,Tyrannosaur,92,2011,Drama,1/21/2011,7.6,65,NOT RATED,22088
tt1452628,Vanishing on 7th Street,92,2010,"Horror, Mystery, Thriller",9/12/2010,4.9,50,R,22197
tt1403988,The Romantics,95,2010,"Comedy, Drama, Romance",1/24/2010,5.1,43,PG-13,100000
tt1220888,Henry's Crime,108,2010,"Comedy, Crime, Drama, Romance",9/14/2010,6.0,49,R,100000
tt1787759,Madea's Big Happy Family,106,2011,"Comedy, Drama",4/22/2011,4.7,45,PG-13,53311948
tt1183923,Welcome to the Rileys,110,2010,Drama,1/23/2010,7.0,50,R,152857
tt1582271,The Good Doctor,91,2011,"Drama, Thriller",4/22/2011,5.5,52,PG-13,3180
tt1605777,La femme du Vème,84,2011,"Drama, Mystery, Thriller",9/11/2011,5.4,57,R,112498
tt1356864,I'm Still Here,108,2010,"Comedy, Drama, Music",9/6/2010,6.2,48,R,408719
tt1534085,Beyond the Black Rainbow,110,2010,"Horror, Sci-Fi, Thriller",12/3/2010,6.0,49,R,56129
tt2011953,Keep the Lights On,101,2012,"Drama, Romance",1/20/2012,6.3,79,Not Rated,243536
tt1462054,Letters to God,110,2010,"Drama, Family",4/9/2010,6.3,31,PG,1121000
tt1758575,Blue Like Jazz,108,2012,"Comedy, Drama",3/13/2012,5.9,48,PG-13,594904
tt1555149,Tropa de Elite 2: O Inimigo Agora é Outro,115,2010,"Action, Crime, Drama, Thriller",10/8/2010,8.1,71,Not Rated,100119
tt2011971,Monsieur Lazhar,94,2011,"Comedy, Drama",8/8/2011,7.5,82,PG-13,2009041
tt0850677,Jack & Diane,110,2012,"Drama, Horror, Romance",4/20/2012,4.5,45,R,1041
tt1613062,The Music Never Stopped,105,2011,"Drama, Music",1/20/2011,7.6,60,PG,258077
tt1728196,Ichimei,128,2011,Drama,5/19/2011,7.4,76,NOT RATED,60201
tt1646974,Le nom des gens,100,2010,"Comedy, Drama, Romance",5/13/2010,7.2,62,R,513836
tt1278449,Sound of Noise,102,2010,"Comedy, Crime, Music, Romance, Thriller",5/18/2010,7.2,72,R,24376
tt1650453,Kiseki,128,2011,Drama,6/11/2011,7.4,80,PG,145697
tt1303803,Standing Ovation,105,2010,Musical,7/16/2010,3.4,22,PG,531806
tt1285016,The Social Network,120,2010,"Biography, Drama",9/24/2010,7.7,95,PG-13,96400000
tt1675434,Intouchables,112,2011,"Biography, Comedy, Drama",9/23/2011,8.5,57,R,13179837
tt0975645,Hitchcock,98,2012,"Biography, Comedy, Drama, Romance",11/1/2012,6.8,55,PG-13,6002708
tt1210166,Moneyball,133,2011,"Biography, Drama, Sport",9/9/2011,7.6,87,PG-13,75605492
tt1655420,My Week with Marilyn,99,2011,"Biography, Drama",10/9/2011,7.0,65,R,12600000
tt1979320,Rush,123,2013,"Action, Biography, Drama, Sport",9/2/2013,8.1,75,R,22442876
tt1542344,127 Hours,94,2010,"Adventure, Biography, Drama, Thriller",9/4/2010,7.6,82,R,18329466
tt0964517,The Fighter,116,2010,"Biography, Drama, Sport",12/6/2010,7.8,79,R,93571803
tt0993846,The Wolf of Wall Street,180,2013,"Biography, Crime, Drama",12/17/2013,8.2,75,R,91330760
tt1426329,Lovelace,93,2013,"Biography, Drama",1/22/2013,6.2,51,R,300000
tt1571222,A Dangerous Method,99,2011,"Biography, Drama, Romance, Thriller",9/2/2011,6.4,76,R,5702083
tt1596346,Soul Surfer,112,2011,"Biography, Drama, Family, Sport",4/8/2011,7.1,53,PG,43853424
tt2357129,Jobs,128,2013,"Biography, Drama",1/25/2013,5.9,44,PG-13,16117443
tt1951216,The Look of Love,101,2013,"Biography, Comedy, Drama",1/19/2013,6.0,57,NOT RATED,217933
tt1673697,The Sapphires,103,2012,"Biography, Comedy, Drama, Music, Romance",5/19/2012,7.0,67,PG-13,2400000
tt1586752,Machine Gun Preacher,129,2011,"Action, Biography, Crime, Drama",9/11/2011,6.8,43,R,400000
tt1416801,Kill the Irishman,106,2011,"Biography, Crime, Drama",3/11/2011,7.1,50,R,1187711
tt1311071,Kill Your Darlings,104,2013,"Biography, Drama, Romance, Thriller",1/18/2013,6.5,65,R,679958
tt0977855,Fair Game,108,2010,"Biography, Drama, Thriller",5/20/2010,6.8,69,PG-13,9528092
tt1017451,The Runaways,106,2010,"Biography, Drama, Music",1/24/2010,6.6,65,R,3600000
tt1244754,Conviction,107,2010,"Biography, Crime, Drama",9/11/2010,7.2,61,R,6783129
tt1535109,Captain Phillips,134,2013,"Biography, Drama, Thriller",9/27/2013,7.8,83,PG-13,107100855
tt1194417,Casino Jack,108,2010,"Biography, Comedy, Crime, Drama",9/16/2010,6.2,51,R,1039869
tt1049402,Howl,84,2010,"Biography, Drama, Romance",1/21/2010,6.8,63,R,617334
tt1270262,The Devil's Double,109,2011,"Biography, Drama, Thriller",1/22/2011,7.1,52,R,1357042
tt0896872,The Whistleblower,112,2010,"Action, Biography, Crime, Drama, Thriller",9/13/2010,7.2,59,R,900000
tt1316616,There Be Dragons,122,2011,"Biography, Drama, War",3/25/2011,5.8,33,PG-13,1065439
tt2125608,Searching for Sugar Man,86,2012,"Documentary, Biography, Music",1/19/2012,8.2,79,PG-13,3100000
tt1966604,The Imposter,99,2012,"Documentary, Biography, Crime",1/23/2012,7.5,77,R,700000
tt1424432,Senna,106,2010,"Documentary, Biography, Sport",10/7/2010,8.6,79,PG-13,1602460
tt0804463,Devil's Knot,114,2013,"Biography, Crime, Drama, Thriller",9/8/2013,6.1,42,Not Rated,122892
tt1183919,Marley,144,2012,"Documentary, Biography, Music",2/12/2012,8.0,82,PG-13,1412124
tt2095649,Grace of Monaco,103,2014,"Biography, Drama, Romance",5/14/2014,5.7,21,Not Rated,640122
tt1579361,Chasing Ice,75,2012,"Documentary, Biography",1/23/2012,7.8,75,PG-13,1309997
tt1758595,Diana,113,2013,"Biography, Drama, Romance",9/5/2013,5.5,35,PG-13,1049915
tt1781827,Hands of Stone,111,2016,"Action, Biography, Drama, Sport",5/16/2016,6.6,54,R,4711216
tt1568334,The Tillman Story,94,2010,"Documentary, Biography, Mystery, War",1/23/2010,7.8,86,R,798940
tt1605803,The Last Ride,102,2011,"Biography, Drama, Music",4/28/2011,5.8,45,PG-13,16270
tt1621444,Bill Cunningham New York,84,2010,"Documentary, Biography, History",3/24/2010,7.9,76,NOT RATED,1510026
tt2120779,Jason Becker: Not Dead Yet,87,2012,"Documentary, Biography, Music",3/3/2012,8.1,70,NOT RATED,794
tt1391092,Marwencol,83,2010,"Documentary, Biography, Fantasy",3/12/2010,7.6,82,Not Rated,112036
tt1509276,The Wildest Dream,94,2010,"Documentary, Adventure, Biography",1/9/2010,7.3,57,PG,873594
tt0790663,The First Grader,103,2010,"Biography, Drama, Romance",9/4/2010,7.5,56,PG-13,332306
tt1623008,The Arbor,94,2010,"Documentary, Biography, Drama",4/25/2010,7.2,88,UNRATED,21268
tt1787797,Sing Your Song,103,2011,"Documentary, Biography, Music",1/31/2011,7.4,73,Not Rated,47718
tt1626811,Cameraman: The Life and Work of Jack Cardiff,86,2010,"Documentary, Biography",5/5/2010,7.8,71,NOT RATED,20019
tt1524095,Bhutto,111,2010,"Documentary, Biography",1/21/2010,7.8,68,UNRATED,100009
tt1568150,Joan Rivers: A Piece of Work,84,2010,"Documentary, Biography, Comedy, Drama",1/25/2010,7.4,79,R,2927972
tt1972646,Eames: The Architect & The Painter,85,2011,"Documentary, Biography",11/11/2011,7.2,63,NOT RATED,147591
tt1737122,Carol Channing: Larger Than Life,87,2012,"Documentary, Biography, Comedy, Music",1/20/2012,7.6,67,PG,15547
tt1024648,Argo,120,2012,"Biography, Drama, Thriller",8/31/2012,7.7,86,R,136019448
tt1790885,Zero Dark Thirty,157,2012,"Drama, Thriller",12/10/2012,7.4,95,R,95720716
tt0485985,Red Tails,125,2012,"Action, Adventure, Drama, History, War",1/20/2012,5.9,46,PG-13,49500000
tt1023114,The Way Back,133,2010,"Adventure, Drama, History",9/3/2010,7.3,66,PG-13,2500000
tt1536048,W.E.,119,2011,"Drama, History, Romance",9/1/2011,6.3,37,R,582075
tt1521197,Anonymous,130,2011,"Drama, Thriller",9/11/2011,6.9,50,PG-13,4463292
tt1028576,Secretariat,123,2010,"Biography, Drama, Family, History, Sport",9/30/2010,7.2,61,PG,59699513
tt1389127,Texas Killing Fields,105,2011,"Crime, Drama, History, Thriller",9/9/2011,5.7,49,R,45282
tt1566501,For Greater Glory: The True Story of Cristiada,145,2012,"Drama, History, War",4/20/2012,6.6,35,R,5669081
tt1276419,En kongelig affære,137,2012,"Biography, Drama, History, Romance",2/16/2012,7.6,73,R,1545726
tt1515208,Walking with the Enemy,124,2013,"Action, Drama, History, Romance, War",10/13/2013,6.3,44,PG-13,357000
tt1020558,Centurion,97,2010,"Action, Adventure, Drama, History, Thriller, War",2/15/2010,6.4,62,R,122288
tt0968264,The Conspirator,122,2010,"Crime, Drama, History",9/11/2010,6.9,55,PG-13,11538204
tt0443272,Lincoln,150,2012,"Biography, Drama, History, War",10/8/2012,7.4,86,PG-13,129477447
tt1504320,The King's Speech,118,2010,"Biography, Drama, History",9/6/2010,8.0,88,R,138300000
tt1616195,J. Edgar,137,2011,"Biography, Crime, Drama, History, Romance",11/3/2011,6.6,59,R,37304451
tt1477855,Hyde Park on Hudson,94,2012,"Biography, Comedy, Drama, History",8/31/2012,5.9,55,R,6367780
tt1007029,The Iron Lady,105,2011,"Biography, Drama",12/26/2011,6.4,54,PG-13,29959436
tt1371155,Made in Dagenham,113,2010,"Biography, Comedy, Drama, History",9/11/2010,7.2,65,R,1094798
tt1143896,Holy Rollers,89,2010,"Biography, Crime, Drama, History",1/25/2010,5.9,51,R,302886
tt2073029,Marina Abramovic: The Artist Is Present,106,2012,"Documentary, Biography, History",1/20/2012,7.9,74,Not Rated,40344
tt1787725,If a Tree Falls: A Story of the Earth Liberation Front,85,2011,"Documentary, Biography, Crime, Drama, History, News, Thriller",1/31/2011,7.2,65,UNRATED,61153
tt1438216,Oranges and Sunshine,105,2010,"Drama, History",10/8/2010,7.1,60,R,2017976
tt2103264,Emperor,105,2012,"Drama, History, War",9/14/2012,6.5,48,PG-13,3345315
tt1541995,Snow Flower and the Secret Fan,104,2011,"Drama, History",6/24/2011,6.1,42,PG-13,1346503
tt1324055,Mlyn i krzyz,92,2011,"Drama, History",1/23/2011,6.9,80,Not Rated,185261
tt1597089,Phil Ochs: There But for Fortune,96,2010,"Documentary, Biography, History, Music",10/1/2010,7.6,72,UNRATED,259362
tt1392190,Mad Max: Fury Road,120,2015,"Action, Adventure, Sci-Fi, Thriller",5/7/2015,8.1,90,R,129483877
tt0478970,Ant-Man,117,2015,"Action, Adventure, Comedy, Sci-Fi",6/29/2015,7.3,64,PG-13,138002223
tt1289401,Ghostbusters,116,2016,"Action, Comedy, Fantasy, Sci-Fi",7/9/2016,5.2,60,PG-13,128344089
tt1825683,Black Panther,134,2018,"Action, Adventure, Sci-Fi",1/29/2018,7.3,88,PG-13,501105037
tt2094766,Assassin's Creed,115,2016,"Action, Adventure, Sci-Fi",12/13/2016,5.8,36,PG-13,54645723
tt1340138,Terminator Genisys,126,2015,"Action, Adventure, Sci-Fi",6/21/2015,6.4,38,PG-13,75614989
tt1029360,Poltergeist,93,2015,"Horror, Thriller",5/18/2015,4.9,47,PG-13,39918054
tt1964418,Tomorrowland,130,2015,"Action, Adventure, Family, Fantasy, Mystery, Sci-Fi",5/9/2015,6.4,60,PG,71526443
tt1979388,The Good Dinosaur,93,2015,"Animation, Adventure, Comedy, Drama, Family, Fantasy",11/10/2015,6.7,66,PG,123087120
tt2381249,Mission: Impossible - Rogue Nation,131,2015,"Action, Adventure, Thriller",7/23/2015,7.4,75,PG-13,154979949
tt1628841,Independence Day: Resurgence,120,2016,"Action, Adventure, Sci-Fi",6/20/2016,5.2,32,PG-13,103137295
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,129,2017,"Action, Adventure, Fantasy",5/11/2017,6.6,39,PG-13,172537139
tt0803096,Warcraft,123,2016,"Action, Adventure, Fantasy",5/24/2016,6.9,32,PG-13,44765679
tt2345759,The Mummy,110,2017,"Action, Adventure, Fantasy, Thriller",5/22/2017,5.5,34,PG-13,80072590
tt1431045,Deadpool,108,2016,"Action, Adventure, Comedy, Sci-Fi",1/21/2016,8.0,65,R,328674489
tt2080374,Steve Jobs,122,2015,"Biography, Drama",9/5/2015,7.2,82,R,12403169
tt2379713,Spectre,148,2015,"Action, Adventure, Thriller",10/26/2015,6.8,60,PG-13,208777731
tt2381111,Brooklyn,117,2015,"Drama, Romance",1/26/2015,7.5,88,PG-13,30459009
tt2361317,Live by Night,129,2016,"Action, Crime, Drama, Thriller",12/13/2016,6.4,49,R,10377558
tt2395427,Avengers: Age of Ultron,141,2015,"Action, Adventure, Sci-Fi",4/13/2015,7.4,66,PG-13,429113729
tt1700841,Sausage Party,89,2016,"Animation, Adventure, Comedy, Fantasy",3/14/2016,6.2,66,R,97661826
tt2273657,True Story,99,2015,"Crime, Drama, Mystery, Thriller",1/23/2015,6.3,50,R,3422747
tt1502712,Fantastic Four,100,2015,"Action, Adventure, Drama, Sci-Fi",8/4/2015,4.3,27,PG-13,49179296
tt0974015,Justice League,120,2017,"Action, Adventure, Fantasy, Sci-Fi",10/26/2017,6.5,45,PG-13,227032490
tt1219827,Ghost in the Shell,107,2017,"Action, Drama, Sci-Fi, Thriller",3/16/2017,6.4,52,PG-13,40533014
tt1211837,Doctor Strange,115,2016,"Action, Adventure, Fantasy, Sci-Fi",10/13/2016,7.5,72,PG-13,232630718
tt1051904,Goosebumps,103,2015,"Adventure, Comedy, Family, Fantasy, Horror",10/3/2015,6.3,60,PG,76079946
tt0498381,Rings,102,2017,"Drama, Horror, Mystery, Romance, Thriller",2/1/2017,4.5,25,PG-13,27766716
tt0490215,Silence,161,2016,"Adventure, Drama, History",11/29/2016,7.2,79,R,7063885
tt1935859,Miss Peregrine's Home for Peculiar Children,127,2016,"Adventure, Drama, Fantasy, Thriller",9/25/2016,6.7,57,PG-13,87240689
tt1638355,The Man from U.N.C.L.E.,116,2015,"Action, Adventure, Comedy",8/2/2015,7.3,56,PG-13,38140180
tt1798684,Southpaw,124,2015,"Drama, Sport",6/15/2015,7.4,57,R,42373328
tt0451279,Wonder Woman,141,2017,"Action, Adventure, Fantasy, Sci-Fi, War",5/15/2017,7.5,76,PG-13,412400625
tt2034800,The Great Wall,103,2016,"Action, Adventure, Fantasy, Thriller",12/6/2016,6.0,42,PG-13,45125480
tt2140037,Jane Got a Gun,98,2015,"Action, Drama, Western",12/31/2015,5.9,49,R,976847
tt2277860,Finding Dory,97,2016,"Animation, Adventure, Comedy, Family",6/8/2016,7.3,77,PG,486292984
tt2267968,Kung Fu Panda 3,95,2016,"Animation, Action, Adventure, Comedy, Family, Fantasy",1/16/2016,7.1,66,PG,128341070
tt1679335,Trolls,92,2016,"Animation, Adventure, Comedy, Family, Fantasy, Musical",10/8/2016,6.5,56,PG,153694574
tt2224026,Home,94,2015,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",3/7/2015,6.6,55,PG,157801252
tt1291570,Solace,101,2015,"Crime, Drama, Mystery, Thriller",9/3/2015,6.4,36,R,403050
tt2381991,The Huntsman: Winter's War,114,2016,"Action, Adventure, Drama, Fantasy",3/29/2016,6.1,35,PG-13,46445229
tt1390411,In the Heart of the Sea,122,2015,"Action, Adventure, Biography, Drama, History, Thriller",12/2/2015,6.9,47,PG-13,19043843
tt2488496,Star Wars: Episode VII - The Force Awakens,136,2015,"Action, Adventure, Fantasy, Sci-Fi",12/14/2015,8.0,81,PG-13,936658640
tt2527336,Star Wars: Episode VIII - The Last Jedi,152,2017,"Action, Adventure, Fantasy, Sci-Fi",12/9/2017,7.2,85,PG-13,619117636
tt2637276,Ted 2,115,2015,Comedy,6/25/2015,6.3,48,R,63883740
tt1014763,Child 44,137,2015,"Crime, Drama, History, Thriller",4/15/2015,6.5,41,R,1314609
tt1485796,The Greatest Showman,105,2017,"Biography, Drama, Musical",12/20/2017,7.6,48,PG,164616443
tt2316204,Alien: Covenant,122,2017,"Horror, Sci-Fi, Thriller",5/4/2017,6.4,65,R,74255908
tt2226597,The Mountain Between Us,112,2017,"Action, Adventure, Drama, Romance, Thriller",9/9/2017,6.4,48,PG-13,29669726
tt2554274,Crimson Peak,119,2015,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",9/25/2015,6.5,66,R,25957696
tt2381941,Focus,105,2015,"Comedy, Crime, Drama, Romance",2/11/2015,6.6,56,R,50265541
tt1985949,Angry Birds,97,2016,"Animation, Action, Adventure, Comedy, Family",5/1/2016,6.3,43,PG,107506776
tt1995390,Our Kind of Traitor,108,2016,"Crime, Drama, Thriller",5/1/2016,6.2,57,R,3152725
tt2820852,Furious Seven,137,2015,"Action, Crime, Thriller",3/16/2015,7.2,67,PG-13,316986481
tt2250912,Spider-Man: Homecoming,133,2017,"Action, Adventure, Sci-Fi",6/28/2017,7.5,73,PG-13,334166825
tt2975590,Batman v Superman: Dawn of Justice,151,2016,"Action, Adventure, Fantasy, Sci-Fi",3/12/2016,6.5,44,PG-13,293792936
tt2649554,Midnight Special,112,2016,"Action, Drama, Mystery, Sci-Fi, Thriller",2/12/2016,6.6,76,PG-13,3324164
tt2660888,Star Trek Beyond,122,2016,"Action, Adventure, Sci-Fi, Thriller",7/20/2016,7.1,68,PG-13,158804470
tt1212428,The Lost City of Z,141,2016,"Adventure, Biography, Drama, History",10/15/2016,6.6,78,PG-13,8554554
tt1243974,Aloha,105,2015,"Comedy, Drama, Romance",5/27/2015,5.4,40,PG-13,15669178
tt3385516,X-Men: Apocalypse,144,2016,"Action, Adventure, Sci-Fi",5/9/2016,7.0,52,PG-13,135729385
tt2349144,Mississippi Grind,108,2015,"Comedy, Drama",1/24/2015,6.4,77,R,129747
tt1951266,The Hunger Games: Mockingjay - Part 2,137,2015,"Action, Adventure, Sci-Fi, Thriller",11/4/2015,6.6,65,PG-13,254641329
tt3315342,Logan,137,2017,"Action, Drama, Sci-Fi, Thriller",2/17/2017,8.1,77,R,226276809
tt2719848,Everest,121,2015,"Action, Adventure, Biography, Drama, Thriller",9/2/2015,7.1,64,PG-13,46529055
tt2555736,The Second Best Exotic Marigold Hotel,122,2015,"Comedy, Drama",2/26/2015,6.6,51,PG,38996694
tt3608930,In a Valley of Violence,104,2016,"Action, Crime, Drama, Thriller, Western",3/12/2016,6.0,64,R,50381
tt3065204,The Conjuring 2,134,2016,"Horror, Mystery, Thriller",5/13/2016,7.4,65,R,102461593
tt2361509,The Intern,121,2015,"Comedy, Drama",9/15/2015,7.1,51,PG-13,60886513
tt2908446,Insurgent,119,2015,"Action, Adventure, Sci-Fi, Thriller",3/11/2015,6.2,42,PG-13,114138208
tt1972591,King Arthur: Legend of the Sword,126,2017,"Action, Adventure, Drama, Fantasy",4/27/2017,6.8,41,PG-13,39037047
tt3416532,A Monster Calls,108,2016,"Animation, Drama, Fantasy",9/9/2016,7.5,76,PG-13,3730982
tt2120120,Pixels,105,2015,"Animation, Action, Comedy, Sci-Fi",4/17/2015,5.6,27,PG-13,66412009
tt2322441,Fifty Shades of Grey,125,2015,"Drama, Romance, Thriller",2/9/2015,4.1,46,R,189859585
tt1661199,Cinderella,105,2015,"Drama, Family, Fantasy, Romance",2/13/2015,6.9,67,PG,183327144
tt3040964,The Jungle Book,106,2016,"Adventure, Drama, Family, Fantasy",4/4/2016,7.4,77,PG,363995937
tt3799694,The Nice Guys,116,2016,"Action, Comedy, Crime, Mystery, Thriller",5/15/2016,7.4,70,R,32261515
tt3332064,Pan,111,2015,"Adventure, Family, Fantasy",9/20/2015,5.8,36,PG,35914825
tt3110958,Now You See Me 2,129,2016,"Action, Adventure, Comedy, Crime, Mystery, Thriller",6/2/2016,6.5,46,PG-13,65030563
tt3164256,Rock the Kasbah,106,2015,"Comedy, Music, War",10/22/2015,5.5,29,R,1940202
tt3659388,The Martian,144,2015,"Adventure, Drama, Sci-Fi",9/11/2015,8.0,80,PG-13,202313768
tt4154756,Avengers: Infinity War,149,2018,"Action, Adventure, Fantasy, Sci-Fi",4/23/2018,8.5,68,PG-13,664987816
tt1386697,Suicide Squad,123,2016,"Action, Adventure, Fantasy, Sci-Fi",8/1/2016,6.1,40,PG-13,325021779
tt3501632,Thor: Ragnarok,130,2017,"Action, Adventure, Comedy, Fantasy, Sci-Fi",10/10/2017,7.9,74,PG-13,314971245
